​‍‍​​‍​‍​‍‍‍‍​​‍​‍​​‍​‍​​‍​​​​‍​​‍​‍​​‍‍​‍​‍​‍​‍​‍‍​​‍​​​‍​​​‍​​​‍​​‍​​‍​‍‍​‍​‍​​‍‍‍​​​​​​‍‍​‍‍‍​‍​​‍​​‍​‍‍​‍​‍‍​‍‍‍‍​​​​‍‍​‍​​​​‍​‍‍​​‍​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍​‍​​‍‍​‍‍‍‍​‍‍​‍​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍​‍‍​‍​​‍‍‍​​‍‍‍​‍‍​​‍‍​​​‍​​‍‍​‍‍‍​​‍​‍​​‍​​‍‍​‍‍​​​‍‍​​​‍​​‍‍​‍‍‍​​‍​‍​​‍​​‍​‍​​​‍​‍‍​​​‍‍​‍‍​‍‍​‍​​‍‍‍​​‍​‍‍​‍​‍‍​‍‍​​‍​​​‍​‍​‍‍‍​‍​​‍‍‍​​‍‍​‍‍​​​‍‍​​​‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​‍‍​​‍‍​​​‍​‍​​​​‍​​‍​‍​​‍​​‍​​​‍​​​‍​‍​‍​‍​​‍‍​​​‍​‍​‍​‍‍​​‍​‍​‍​​​‍‍​‍‍​​​‍​​‍​​‍​‍​​‍‍​‍​‍​​​‍​‍​‍​‍‍​​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​​​‍​​‍‍‍‍​​‍​‍‍​​​‍​​​‍‍​​‍​​‍​‍​​‍​​​‍‍​​​‍​‍​‍‍​​‍​​‍‍​​‍​​‍​‍​‍‍​​‍​​‍​‍​​‍​‍​​‍​​‍​​​​‍‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​‍​​​‍​​‍‍​​‍‍​‍​​‍‍​‍​‍‍​‍​‍​​‍​‍‍​​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍‍​‍‍​‍​‍​‍‍​​‍​​‍‍​​‍‍​‍​​‍‍​​​‍​‍​‍‍‍​‍​​‍‍​‍​‍‍‍‍​​‍​‍​​‍‍​‍​‍‍‍‍​‍​​‍​​​‍​‍​‍‍‍​‍​​​‍​​‍‍‍​​‍​​​‍‍‍​‍​​‍​‍​​‍‍​‍‍​​​‍​​‍‍‍‍​‍​​​​‍‍​​‍‍​​​​​​‍‍​‍​​​‍​​‍‍‍‍​‍​‍​‍‍‍​‍​‍​​​‍​​‍‍​‍​​​‍​​‍‍​​​‍​‍​‍​​​‍​​‍​​‍​‍‍‍‍​‍​​‍​‍‍​​‍​‍​‍​‍‍‍​‍​‍​‍‍​​‍‍​‍‍​​​‍​‍‍​​‍​‍​‍​‍‍‍​‍​‍​​​‍​‍‍‍‍​‍​​‍​‍‍​​‍​‍‍​‍​‍​​‍​​​‍​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍‍‍‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​‍​‍​​‍‍​‍‍​​​‍‍​​​‍‍​​‍‍​​‍​​‍​‍​‍‍​​‍‍‍‍​​‍​‍‍​​‍​​​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍​‍​‍‍​‍​‍​​​‍​​‍‍​​‍​​​‍‍‍​​‍​‍‍​‍​‍‍​‍​‍‍​‍​​‍​‍​‍​​​‍​​​‍​‍​‍‍​‍​​‍​‍​​‍‍‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​​‍‍​‍​​‍‍‍‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​‍‍​‍​​‍‍​‍​‍​​‍‍​​​‍‍​​‍‍​‍​‍​‍​‍‍​‍​​‍​​​​‍‍​​‍‍​​​‍​‍‍​‍‍​​​‍​​‍‍‍‍​‍​​​‍‍‍​‍​​​‍​‍​​‍‍​​​​​‍​​‍‍​​​‍​‍​‍​​​‍​‍​​​‍​​‍‍​​‍​​‍​‍‍​​‍​​‍‍​​‍​​‍​‍‍​​‍​‍‍‍​‍​​​‍​​‍‍‍‍​‍​​​‍‍‍​‍​‍​‍​‍​​‍‍​​‍​​‍​‍‍​‍​​‍​​​​‍‍​​‍‍​​​​​​‍‍​​‍​​‍​​‍‍‍​​‍​​​‍​​​‍​​​​‍​​‍‍​‍‍​‍​‍​​‍‍​‍​‍​​​‍‍‍​‍​‍​‍​‍​‍‍‍​‍‍‍​‍​​‍‍‍​​‍‍​‍‍​‍​‍​‍​‍​‍​​‍‍​‍​​​‍​‍‍​​‍​‍​‍​‍​​​‍​​​​​‍​‍‍​‍​​‍​‍​​‍‍​​​‍​​​​‍‍​‍​​‍​‍​​‍​​​‍​​​‍‍​​​‍​​​‍‍​​‍​​​‍‍​‍​‍​​‍‍​​​​​‍​‍‍​‍​​‍​‍​‍‍‍​​‍‍​‍​‍​​‍‍​​​​​‍​‍​‍​‍​‍​​‍​​​​‍​​‍​‍​​‍‍‍​‍‍​​‍‍​​​‍‍​‍​​​‍‍‍​‍​​​‍‍​​‍‍​‍‍‍​​‍​‍‍​​‍​‍​‍‍​​​​‍​‍​​‍​​‍‍‍​‍‍​​‍‍​​​‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​‍‍​​‍‍​​​‍​‍​​​​‍​​‍​‍​​‍​​‍​​​‍​​​‍​‍​‍​‍​​‍‍​​​‍​‍​‍​‍‍​​‍​‍​‍​​​‍‍​‍‍​​​‍​​‍​​‍​‍​​‍‍​‍​‍​​​‍​‍​‍​‍‍​​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​​​‍​​‍‍‍‍​​‍​‍‍​​​‍​​​‍‍​​‍‍​‍​​​​‍​​‍‍​‍​​​​‍​‍‍​‍​​​‍‍​​‍​​‍​​​‍‍​​​‍‍​​​​​‍​‍‍​‍​​‍​‍​‍​‍​‍‍​‍‍​​​‍​​​‍​‍​‍​​‍​​‍​‍‍​‍​‍​​‍‍​‍‍‍‍​‍‍​‍​​‍​‍​​‍‍‍​​‍​​​‍​​​‍‍​​​‍‍​‍‍‍‍​​‍​‍​​‍‍‍​​‍‍​‍​‍​​‍​​‍‍​‍​‍‍‍‍​​‍​‍​‍‍​‍​​‍‍​‍​‍​​‍‍​​​‍‍​‍‍‍​‍​​​‍​‍‍​​‍​‍‍‍‍​‍​​‍​​‍​​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍​‍​​‍‍​​‍‍​​​​​​‍‍​​​​​‍​‍‍​​‍​‍‍​‍‍​‍​‍​‍​‍​‍​​‍‍​‍​​​‍​​‍‍​​​‍​‍​‍​​​‍‍​​‍‍‍​​‍‍​‍​‍​‍​‍‍​‍​​‍​​​‍​​​‍‍​​‍‍‍​‍‍‍​‍​​​‍​​‍‍​‍​‍‍​‍​‍​​‍​​‍‍‍​​‍‍​‍​​​​‍​‍‍​‍​​‍​‍​‍‍‍​‍​‍​‍‍​​‍‍​‍​​​​‍​‍‍​‍​​‍​​​‍​​​‍​​‍‍‍​​‍‍​‍​​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​‍‍​‍​‍‍‍‍​‍​​‍​​‍​​‍​‍‍​‍​​‍​‍‍‍​‍‍‍​‍‍​‍​​‍​‍​‍​‍​‍​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍‍‍​‍​​‍​‍‍​‍​​‍​‍‍​​​​‍​​‍​‍​​​‍‍​​‍​​‍​‍‍​‍​​‍​‍​‍‍‍​‍​‍​​‍​​‍​​​‍​​​‍‍​​​‍​​​‍‍​​‍​​‍​‍​​‍​​‍‍​‍‍​​​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍‍​​​‍‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​​‍​​‍‍​‍‍​‍​‍​​‍‍‍​​‍‍‍‍​‍​​‍‍​‍‍​​​‍‍​‍​‍‍​‍​​‍‍​​​‍​‍​‍‍‍​‍​‍​‍​‍​​‍‍​‍​​​‍​‍‍​​‍​‍​‍​‍​​​‍​‍​​​‍​‍‍‍​‍​​​‍​​‍‍‍​​‍​​​‍​​​‍​‍‍​‍​​‍‍​‍​‍​​‍​‍‍​‍​​‍‍​‍​​‍​​‍‍​​​​​​‍‍​‍​​​‍​‍‍​‍​​‍​‍​‍​​​‍​‍‍​‍​​‍‍​‍​‍‍​‍​​‍‍​​​‍​‍​‍​​​‍​‍‍​​‍​​‍‍​​​​​‍​​‍‍​‍​‍​​​‍‍‍​‍​‍‍​​‍​‍‍‍​‍‍‍​‍​‍‍​‍​​‍​‍​‍​​​‍​​​​​‍​​‍‍​​‍​​‍​‍‍​‍​​‍​‍​‍​​​‍‍​‍​​​​‍‍​‍​​​​‍​​‍‍​‍​‍​​​​‍‍​‍​​‍​‍​​​‍‍‍​​‍​‍‍​​‍‍​​‍​‍​​​‍​​‍‍‍‍​‍​​‍‍‍‍​‍Survey-GS-Urban|||Survey on 3DGS for urban scenes: autonomous driving/street view/city-scale reconstruction
DP-Splat|||Bayesian nonparametric complexity control via Dirichlet-process prior; 5.9-7.6x fewer components at matched quality; exact monotonicity guarantee + truncation-error bound
DLWM|||Dual Latent World Model: 3DGS-centric self-supervised pretraining framework for autonomous driving via two-stage Gaussian-based world modeling
Mobile Phone 3DGS Acquisition|||Object-centered on-device capture guidance
Survey-GS-Medical|||Survey on 3DGS for medical imaging: CT/MRI/ultrasound reconstruction/surgical navigation
HeadGaS|||Dynamic head GS with blendshape-driven Gaussian deformation for real-time reenactment
DeSplat|||Decomposed Gaussian Splatting for distractor-free rendering; separates transient objects from static background via decomposed compositing; IEEE Xplore
MotionGS|||Explicit motion field guiding deformable 3DGS, decoupling motion from appearance
ELoG-GS|||Dual-branch luminance-guided extreme low-light GS enhancement
2DGS|||Oriented 2D disks for geometrically accurate radiance fields
MAC-Splat|||Multi-Attribute Consistency for sparse-view 3DGS; MASt3R backbone + DINOv3 correspondences; +4.5 dB over Splatt3R
GeoSplat|||Geometry-aware feed-forward GS with cross-view feature matching
NoDrift3R|||Raymap-Guided Coupling for drift-robust unposed feed-forward 3DGS; explicit geometry-appearance coupling module for long-sequence reconstruction
SplaTAM|||First real-time GS-SLAM: online incremental Gaussians with silhouette mask and rendering-based pose optimization
Photo-SLAM|||Hyper primitives map with explicit geometric features for localization + implicit photometric features; runs on Jetson AGX Orin
SplaTAM-v2|||Enhanced GS-SLAM with online loop closure and global optimization
SandSim|||Curve-guided GS for sand painting process reconstruction
PiG-Avatar|||Hierarchical neural-field-guided Gaussian avatars in volumetric canonical space decoupled from template topology; 3D barycentric anchor transport for kinematic coherence; emergent self-organization of anchor density
FreeArtGS|||Articulated Gaussian Splatting under free-moving scenario; scalable articulated object reconstruction for AR and robotics
OCH3R|||Object-Centric Holistic 3D from single RGB; per-pixel CLIP + 6D pose + per-ob...
ARGS|||Auto-regressive O(log n) multi-scale 3D generation
RelaxingAccurate|||Accurate mesh extraction from GS via relaxed surface constraints and multi-resolution TSDF
ZipGS|||Zip-format GS compression using pruning+quantization+volumetric entropy coding
Survey-GS-Render|||Survey on rendering formulations for Gaussian Splatting: alpha-compositing/OIT/ray-tracing alternatives
GaussianPile|||Slice-based volumetric reconstruction via sparse 3DGS + imaging system-aware focus model; slice-aware piling strategy + differentiable PSF projection; 11x faster than NeRF, 16x compression over voxel grids; supports microscopy/ultrasound/MRI (中关村学院)
GaussDreamer|||Enhanced GS-based text-to-3D with progressive generation and SDS refinement
R2-Gaussian|||GS adapted for Radon transform + X-ray volume rendering for tomographic reconstruction
GS-HDA|||Hessian-driven acceleration for 3DGS training with second-order optimization
GausLoc|||GS-based hierarchical localization with Gaussian map representation
GVKF|||Gaussian Voxel Kernel Functions for highly efficient surface reconstruction via TSDF fusion
MVSplat-v2|||Enhanced MVSplat with cost-volume refinement for higher fidelity feed-forward GS
SC-GS|||Spatial-temporal compression for dynamic Gaussians
Relit-LiVE|||Relight video by jointly learning environment video
ConFi-GS|||Confidence-guided high-frequency injection + reliability-aware densification for 3DGS super-resolution from low-res inputs
GaussNav|||GS-based navigation with language-guided semantic Gaussian maps for embodied agents
PatchPoison|||Poisoning multi-view datasets to degrade 3D reconstruction (Security)
Forecast-GS|||Predictive 3D Gaussian representation forecasting task-completed states for r...
RT-Splatting|||Joint reflection-transmission modeling with GS; disentangles geometric occupancy from optical opacity per Gaussian; Specular-Aware Gradient Gating reduces floaters
OpenGaussian|||Per-Gaussian feature distillation for point-level open-vocabulary 3D understanding
SVGS|||Spatially varying colors + opacity within each Gaussian primitive; three desi...
Anchor3R|||Streaming 3D reconstruction with current-centric local measurement prediction (not fixed-gauge); transient anchor mechanism + loop closure + motion averaging for long-horizon mapping
DiffGS|||Functional Gaussian Splatting diffusion in function space (not original space)
MonoEM-GS|||Monocular expectation-maximization GS SLAM
4DGS|||4D anisotropic Gaussians (3D + time) with regularized deformation
SplatPose2|||Enhanced pose-conditioned GS with part-level deformation
VR-GS|||Physical-based GS editing in VR: real-time Gaussian manipulation with haptic feedback
AdaGScale|||Viewpoint-adaptive Gaussian scaling reducing gaussian-tile pairs for renderin...
FreDeGS|||Frequency-guided 3DGS for scene deblurring; frequency-aware decomposition for motion-blurred input reconstruction
Scaffold-v3|||Third-generation Scaffold-GS with neural anchor decoding
SplatRS|||GS-based road surface reconstruction for HD map generation
BRDF-GS|||BRDF decomposition in GS with deferred rendering for relightable scenes
DiffAdapt4DSI|||Differentiable adaptive 4D structured illumination for joint capture of shape...
SketchFaceGS|||Sketch-driven face editing via Transformer UV prediction
ZipSplat|||Token-based feed-forward 3DGS decoupling Gaussian count from pixel grid via k-means clustering; ~6× fewer Gaussians, +2.1 dB PSNR SOTA on DL3DV/RealEstate10K; pose-free inference
GauSec|||Security assessment of GS against adversarial reconstruction attacks
Spark3R|||Training-free asymmetric query/KV token compression for 28x speedup on feed-f...
Neural 3D Mesh Texturing Survey|||Comprehensive survey on neural 3D mesh texturing (synthesis/transfer/completion); from GAN-based to diffusion-based pipelines; datasets, evaluation protocols, open challenges
NeuROK|||Generative 4D Neural Object Kinematics; learns latent kinematic state parameterization + decoder for simulative dynamics from Lagrangian mechanics
GS4City|||Hierarchical semantic GS via city-model priors
Energy-GS|||RGB-only pose-free 3DGS joint optimization; no depth/geometry priors required; energy-based pose correction function; resolves NeRF-vs-3DGS pose optimization asymmetry (Beijing Institute of Technology)
SCOUP|||Sparse Code Uplifting for efficient 3D language GS with 400x training speedup
GraspSplats|||Efficient zero-shot manipulation with 3D feature splatting; demonstrates NeRF...
CoR-GS-CVPR|||Consistency regularization for sparse-view GS with depth-conditional diffusion priors
HiCoM|||Hierarchical coherent motion for streamable dynamic scene with 3DGS
OpenGaFF|||Open-vocabulary Gaussian feature field with codebook attention for improved s...
GS-Hider|||Steganography embedding into Gaussian parameters for 3D message hiding, visually lossless
GAS|||Compression + caching for real-time avatar rendering
Velox|||Feed-forward 4D reconstruction learning representations of 4D geometry and ap...
GS-OD|||GS-based 3D object detection with Gaussian-anchored feature sampling
GS-DIFF|||Scene change detection directly on Gaussian primitives; separates geometric vs. appearance changes; +17% mIoU
3DThinkVLA|||Endowing VLA models with latent 3D priors via 3D-thinking-guided co-training; geometry perception module + reasoning distillation anchor token; SOTA on LIBERO
GaussCtrl|||Depth-conditioned attention + progressive editing for controllable GS generation from text/depth
FastGS|||Multi-view consistency-based densification and pruning replacing Gaussian budget mechanism; 3.32× training acceleration on Mip-NeRF 360, 15.45× on Deep Blending; 100-second training with comparable quality to SOTA; generalizes across dynamic/surface/sparse-view/large-scale/SLAM tasks
MACRO|||Training-free multi-plane attention for closeup render optimization; depth-plane decomposition + scale-matching reference; first standardized closeup NVS benchmark
ObjectMorpher|||Deformable 3DGS for 3D-aware interactive image editing
GRF|||Material decomposition + relighting in Gaussian space
MVGamba|||State Space Model (Mamba) replacing Transformer for 3D generation via sequence modeling
GS-VQA|||GS quality assessment via view-consistent quality prediction
ReorgGS|||Equivalent distribution reorganization fixing parameterization degeneration in converged 3DGS; kNN anisotropic covariance re-estimation
PARTICULATE|||Feed-forward 3D object articulation from static mesh; auto-infer movable structure including parts, connections, and motion axes; Oxford / Cambridge / NTU
ADS-GS|||Static + dynamic decomposition for driving scenes
GSDeformer|||Cage-based deformation for 3DGS: proxy point cloud bridges cage deformation to Gaussian transform; splitting handles bending; works with any vanilla 3DGS variant in real-time without retraining
DSGS|||Decoder-Side Gaussian Splatting: replaces DSDE depth estimation with feed-forward 3DGS from compressed textures; lossy compression as implicit low-pass filter stabilizing prediction; +5.79 dB BD-PSNR
CADDreamer|||CAD object generation from single-view images; parametric primitive sequence generation from 2D input
VidSplat|||Training-free generative framework leveraging video diffusion priors with ite...
GPSGaussian-Stereo|||Pixel-aligned stereo GS with cross-attention feature matching for generalizable real-time NVS
SplatNeRF|||GS-NeRF hybrid combining explicit splatting with implicit neural fields
MetaPoint|||Unlocking precise spatial control in agentic visual generation; represents continuous 2D coordinate as single special token via model's positional encoding; compositional agentic generation
EndoGSim|||MLLM-guided 4DGS + differentiable MPM for physics-aware endoscopic scene reconstruction and simulation
GS-PT-v2|||Pre-trained GS initialization with multi-scene representation learning
VIRGi|||View-dependent instant recoloring with single edited image
GaussNav-2|||Enhanced GS navigation with hierarchical semantic Gaussian maps
DisC-GS|||Progressive low-pass + discontinuity boundary detection preventing splat artifacts at edges
ReGS|||Recursive Gaussian splitting for high-fidelity dynamic scene detail
Visionary|||WebGPU + 3DGS world model carrier: first Web-native platform supporting 4DGS, neural avatars, and generative post-processing in real-time via WebGPU + ONNX Runtime
City-Mesh3R|||End-to-end images-to-mesh city-scale reconstruction with divide-and-conquer; produces watertight simulation-ready meshes
Mip-Splatting|||Anti-aliased 3DGS with 3D smoothing + 2D Mip filter
GaussDet3D|||3D detection from GS with Gaussian-anchored multi-scale features
VkSplat|||Vulkan-based 3DGS training, 3.3x faster, 33% less VRAM
Octree-GS|||Octree spatial partitioning + LOD management
MRO-GWM|||Object-centric Gaussian world model for rigid bodies; canonical Gaussian + spatio-temporal transformer predicts rigid body motion; supports model-predictive control for non-prehensile manipulation

GrainGS
GLAM-SLAM
SubSplat
ATSplat
3D-GIMP
LB-Edit
FlexiAvatar
ZeroSplat
CaT-GS
FF-ProCams
i3dgs
VIGS-SLAM
ECoNGS
AniGS
